Subject,Release,Acquisition,Gender,Age,PicVocab_AgeAdj,ProcSpeed_AgeAdj,AngAffect_Unadj,AngHostil_Unadj,AngAggr_Unadj,FearAffect_Unadj,FearSomat_Unadj,Sadness_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,Friendship_Unadj,Loneliness_Unadj
145127,S900,Q08,M,22-25,119.6438,85.5,51,54,52.2,54.4,40.1,49.9,60.1,51.3,48.4,66.5,53.7
145531,S500,Q05,M,31-35,101.63,77.63,41.8,38,52.2,36.5,45.3,34.2,59.7,63.7,55.7,47.7,47.4
145834,S500,Q06,F,26-30,124.94,71.09,46,36.6,62.1,60.7,40.1,48.1,55,50,42,47.9,53.7
146129,MEG2,Q08,M,22-25,108.86,143.56,46.5,40.5,51.2,51.2,40.1,49.9,51.6,57.9,60.2,66.5,53.8
146331,S500,Q05,F,26-30,68.71,96.94,28.6,59.1,69.6,32.9,40.1,34.2,63.3,51.9,58.6,49.8,46.4
146432,S500,Q06,M,31-35,110.3988,113.48,48.5,36.6,43.4,32.9,40.1,34.2,57.1,52.2,44.4,50.9,37.6
146533,S900,Q12,M,26-30,113.9937,97.87,37.9,51.4,53.7,49.3,49.8,34.2,54.4,50,55.1,45.4,49.6
146634,S900,Q04,F,26-30,126.029,106.31,42.8,49.8,43.4,32.9,40.1,34.2,57.1,50.3,57.6,61.3,51.6
146937,S900,Q08,F,31-35,121.3602,104.04,48.7,48.9,50.8,43.7,66.8,46.1,53.1,48.1,50.2,58.1,37.6
147030,S500,Q05,M,26-30,115.26,77.6,50.9,36.6,43.4,51.4,62.4,34.2,74.6,71.6,71.6,66.5,37.6
147737,S500,Q06,F,31-35,127.4767,107.94,48.5,65.1,56.2,56.5,60.3,60.5,47,46,40.3,26.1,71.7
148032,Q3,Q03,F,31-35,114.75,101.15,37.4,36.6,43.4,46,46.5,39.6,60.1,65,57.2,50.9,37.6
148133,S900,Q10,F,26-30,121.2009,96.12,55,63.6,51.2,55.8,59.4,55,47.8,50,55,44.6,63.8
148234,S900,Q03,F,26-30,127.95,103.5,44.7,65.7,43.4,58.3,62.5,58.9,40.1,38.9,50.2,45.2,65.2
148335,Q3,Q04,F,31-35,121.21,110.93,55.8,51.1,55.8,52.9,59.7,43.3,51.7,71.6,52.7,66.5,49.3
148436,S900,Q08,M,26-30,96.22433,73.5,43.3,54.9,60.6,42.9,46.4,42.3,57.1,56.1,50.2,54.3,53.7
148840,S500,Q04,F,22-25,108.59,99.39,49,64.9,43.4,56,69.7,51.3,52.6,46.8,50.2,40,59.7
148941,S500,Q07,M,26-30,110.1767,104.97,49,49,49.8,52.1,56.7,38.9,64.5,68.1,59.7,58.6,37.6
149236,S900,Q08,F,22-25,145.006,144.35,49.9,54.3,43.4,57.7,55.9,54.3,52.7,40.8,40.2,46.2,51.6
149337,Q1,Q02,M,31-35,106.47,109.74,45.6,48,49.8,44,40.1,48.1,60.1,53.6,50.2,43.8,47.4
149539,Q2,Q02,M,22-25,125.37,121.5,48.1,55,43.4,55.8,62.4,43.5,64.5,51.7,46.2,50.9,47.4
149741,S500,Q05,M,26-30,85.43,92.21,37.2,47.1,43.4,41.1,44.8,38.9,62.6,56.5,52.1,49.9,47.4
149842,S900,Q10,F,31-35,97.49862,96.97,44.2,55.5,49.8,50.8,46.4,49.4,65.8,52.2,56,41.1,53.8
150019,S900,Q12,M,26-30,96.81723,96.12,31.6,56.9,55,42.3,50.5,34.2,62.8,55.7,52.7,62,43.1
150423,Q1,Q01,F,26-30,117.35,90.37,54.6,54.9,49.8,52.9,51.7,51.3,54.4,43.4,44.4,50.9,53.5
150524,Q3,Q03,F,26-30,96.78,103.15,54.3,68.9,62.6,63.3,40.1,57.8,33.8,32.7,42,41.7,56.2
150625,S500,Q04,M,26-30,109.7,81.06,46.3,44.8,43.4,49.3,53.7,39,68.2,57.5,52.7,66.5,37.6
150726,S500,Q05,M,22-25,110.74,118.45,49.8,51.5,43.4,53.7,59.6,54.3,54.4,48.5,50.2,49.3,58.1
150928,S900,Q11,M,22-25,119.9597,106.9,55,49.7,62.7,57.7,50.5,51.2,51.1,49.9,50.2,58.5,49.6
151223,Q2,Q02,F,26-30,91.99,89.55,61.1,62.6,43.4,64.9,62.8,55,44.8,39.7,53.9,42.5,59.3
151425,S900,Q9,F,26-30,110.1132,112.44,49.5,64.4,43.4,49,51.8,46.1,56.6,60.8,57.1,55.4,43.1
151526,Q3,Q03,M,26-30,114.79,101.58,67.2,73.6,53.7,71.3,67,69.5,33.3,37.9,33.2,29.1,68.2
151627,Q2,Q02,F,26-30,110.26,111.87,40.2,51.2,52.2,39.4,40.1,34.2,70.1,61.3,67.8,66.5,47.7
151728,S500,Q04,M,31-35,120.24,106.18,51.7,63.5,43.4,56,48.9,49.3,49.8,42.5,44.4,49.8,47.4
151829,S900,Q10,F,31-35,98.15877,122.43,50.3,51.3,43.4,55.1,59.9,51,50.9,65.6,42,48.7,47.9
152831,S500,Q06,M,26-30,130.168,76.48,57.1,61.8,43.4,59.8,45.3,62.2,44.4,39.7,33.2,39.2,63.8
152932,S900,Q03,F,22-25,102.08,88.99,48.4,59.3,49.8,58.3,54.4,47.9,60.1,46.5,44.4,48.8,59.7
153025,Q3,Q04,F,22-25,103.8,74.97,47.9,58.4,66.2,51.2,63.8,44.2,64.5,67.7,66,59.3,47.4
153227,S900,Q12,F,31-35,106.4384,117.3,49.5,36.6,43.4,46.9,44.8,46.3,53.1,50,50.2,47.7,53.7
153429,Q1,Q02,M,31-35,127.59,121.73,54.4,36.6,61,65.6,55.4,56.6,60.1,48.2,48.4,58.5,43.1
153631,S900,Q10,F,22-25,115.9501,66.72,57,56.9,43.4,66.9,58.5,60.5,48.9,40.2,40.3,55.2,60.4
153732,MEG2,Q07,F,26-30,83.34012,127.45,39.6,48,51.2,43.3,62.1,34.2,59.9,42.4,58.7,37.1,37.6
153833,S500,Q06,F,22-25,98.4372,101.27,54.8,51.4,62.8,49.3,40.1,48.1,61.5,62.8,61.2,49.4,49.6
154229,S900,Q10,F,22-25,110.1175,80.54,40.4,64.6,56.6,63.3,51.8,48.5,43.3,45.2,46.5,36.1,63.8
154431,Q3,Q03,F,26-30,100.62,108.43,28.6,36.6,43.4,32.9,45.3,34.2,74.6,71.6,52.7,66.5,37.6
154532,S900,Q9,M,26-30,93.51323,131.89,51.8,48.9,69.6,54.4,60.1,42.4,57.3,44.5,52.7,66.5,47.4
154734,S500,Q06,M,31-35,121.4939,83.22,35.4,36.6,43.4,46.9,50.4,39,68.2,68.1,55.7,50.9,43.1
154835,S500,Q07,F,31-35,97.32089,107.94,45,58,59.9,51.2,50.2,48.2,48.9,53.8,55.7,42,62.1
154936,S500,Q04,M,26-30,81.67,71.1,70,68.2,64.2,68.5,50.3,58.8,38.9,50.2,38.1,32.5,73.8
155231,S500,Q06,F,31-35,125.5443,126.24,42.8,61.5,43.4,46,59.6,44.7,69.1,50,55.1,66.5,43.1
155635,S500,Q04,F,26-30,114.66,119.74,54.1,58.3,58.4,52.3,63.8,49.9,48.8,50,42.7,46.5,48.2
155938,S900,Q08,M,26-30,126.2436,68.79,36.9,36.6,43.4,50.6,52.9,44.7,55,38.3,46.5,53.2,56.2
156031,S900,Q11,F,26-30,108.7224,134.92,54.1,45.2,76.1,46,50.5,44.8,68.2,60.8,71.6,66.5,37.6
156233,Q3,Q03,F,22-25,81.63451,144.38,44.2,44.8,70.6,40.1,54.3,43.8,57.1,71.6,44.4,66.5,37.6
156334,MEG2,Q03,F,26-30,105,119.71,48.7,40.5,43.4,47.2,50.5,45.6,65.6,51.7,52.7,47.8,53.7
156435,S900,Q11,M,22-25,107.9088,125.28,54.3,56.3,43.4,52.1,56.9,46.1,49.8,57.7,52.7,54.2,50.3
156536,S900,Q12,M,22-25,146.5642,148.4,44.6,48.5,55.4,46.7,53.5,43.9,57.1,58.7,50.2,50.1,53.5
156637,Q1,Q01,M,31-35,120.36,87.85,63.8,60.4,51.2,59.7,46.5,56.3,37.4,34.9,42.3,42.5,64.6
157235,S900,Q9,M,31-35,101.6269,109.72,54.2,58.3,52.2,49,46.4,42.8,74.6,60.5,58.7,66.5,37.6
157336,Q2,Q02,F,31-35,132.64,97.76,49,36.6,49.8,51.2,55.9,48.1,57.1,48.5,50.2,49.8,53.7
157437,S500,Q04,F,26-30,96.06,107.32,46,56.6,52.2,42.9,59,42.8,60.1,60.6,61.5,60.9,47.4
157942,S900,Q07,F,36+,103.8943,102.2,50.9,53.8,43.4,54.9,57.4,57.6,48,50,50.2,48.7,51.4
158035,Q2,Q02,F,26-30,107.39,115.48,54.9,40.9,43.4,48.6,40.1,53.4,48,46.2,35,45.4,53.7
158136,S500,Q04,M,31-35,93.24,111.16,54.7,58.2,62.5,63.3,50.2,62.2,40.1,35,38.2,45.2,63.8
158338,S900,Q08,M,22-25,145.006,104.97,51.8,57,60.6,54.1,55.9,46.1,55,58.5,61.6,42.3,51.2
158540,Q2,Q02,M,31-35,119.49,99.38,48.6,55.9,51.8,40,44.8,34.2,60.1,57.7,57.1,47,56.6
158843,S900,Q08,M,26-30,112.3604,79.15,48.8,62.6,55.8,51.2,54.2,39,57.7,48.5,50.2,49.8,55.8
159138,S500,Q04,M,31-35,99.21,93.52,37.8,36.6,43.4,42.7,44.8,34.2,64.5,55.8,65.1,58.9,37.6
159239,Q1,Q01,F,31-35,114.36,105.38,28.6,54,43.4,32.9,40.1,34.2,51.7,53.8,50.8,54,37.6
159340,Q3,Q04,M,26-30,117.78,75.48,36.5,36.6,55.8,37.6,40.1,34.2,65.8,68.1,71.6,66.5,37.6
159441,S500,Q06,F,26-30,129.8329,47.56,56.1,40.5,52.5,61.6,73.5,50.8,64.3,57.6,50.2,55.9,47.4
159744,S900,Q11,M,31-35,101.9051,143.14,49.5,45.2,60.6,40.9,44.8,43.4,74.6,53.6,58.5,55.5,47.4
159845,S900,Q11,F,31-35,93.9433,90.05,46.1,36.6,52,52.9,56,42.2,51.8,44.3,50.2,49.8,37.6
159946,S900,Q07,M,26-30,120.4676,146.4,65.6,56.7,61.8,61.6,66.9,55,53.1,48.3,42,48.7,53.7
160123,Q3,Q03,M,31-35,100.72,118.72,51.2,40.9,43.4,50.6,54.8,48.2,45.1,56.9,40,39.8,47.4
160729,S900,Q08,F,22-25,102.6653,119.78,53.8,51.5,53.1,60.5,75.8,45.7,53.1,51,46.5,50.6,53.7
160830,S500,Q06,F,26-30,116.5519,61.27,37.6,51,52.2,51.4,50.3,51.3,41.7,50.4,47.2,54.6,59.1
160931,S900,Q08,F,31-35,115.7478,111.48,41.1,58,43.4,58,47.2,45.8,48,43.9,55.3,49.8,50.3
161327,Q3,Q03,F,26-30,75.57,108.27,56.9,61,71.9,52.2,40.1,51.7,49.6,51.9,36.2,42.4,47.6
161630,S500,Q04,F,26-30,113.68,94.38,38.1,40.5,55,41.7,40.1,39.4,62.8,55.8,58.5,62,37.6
161731,Q1,Q01,F,31-35,113.56,113.07,44.6,53,52.2,51.2,57.5,34.2,57.1,50,68.7,47.6,46.4
162026,S500,Q06,F,31-35,106.65,121.98,34.6,50.3,43.4,32.9,40.1,34.2,55,44.5,50.2,61.3,53.7
162228,S500,Q07,M,22-25,108.7028,92.66,31.6,36.6,43.4,37.9,40.1,34.2,58.9,57.7,50.2,66.5,37.6
162329,Q1,Q01,F,26-30,93.24,88.9,31.6,42.8,43.4,39.6,40.1,34.2,65.8,53.5,52.7,59,37.6
162733,Q3,Q04,F,26-30,114.72,81.26,48.2,40.9,49.8,54,61,43,54.4,50,44.4,49,48.2
162834,S900,Q9,F,26-30,123.5741,103.13,45,36.6,53.2,44,40.1,44.9,45.1,50,46.5,43.5,53.7
162935,S900,Q9,M,22-25,113.1748,89.14,54,48,43.4,51.2,44.8,55,37,46.5,33.2,40,62.2
163129,Q3,Q04,M,26-30,115.33,97.54,48.4,43.6,43.4,59.8,50.5,51,64.1,71.6,55.1,57.2,37.6
163331,S500,Q06,M,31-35,111.043,100.43,48.4,48.4,61.8,32.9,48.9,45.9,65.6,50,48.4,48.8,47.4
163432,Q2,Q02,F,31-35,112.07,110.89,45.6,47.1,43.4,51.2,59.7,46.1,62.8,58.6,55.7,58.6,44.9
163836,S500,Q06,F,31-35,109.3524,63.93,51.3,58.4,65.5,51.2,52.3,46.1,46.5,46.5,66,44.6,53.7
164030,S500,Q05,M,31-35,105.36,105.46,45.9,36.6,43.4,42.6,40.1,38.5,57.1,56.1,40.7,57.2,44.9
164131,S500,Q04,M,26-30,133,110.21,52.4,60.7,55.8,45.7,53.5,49.4,39.9,40.5,46.2,43,62.2
164636,S900,Q9,M,22-25,110.1274,82.24,44.4,42.8,53.2,43.8,55.2,48.1,74.6,63.1,52.7,62,37.6
164939,S500,Q06,F,26-30,95.01,72.22,51.1,62.3,43.4,60.7,40.1,76.5,37.7,37.2,43,26.5,73.6
165032,S500,Q05,M,22-25,74.61,118.09,60.2,54.7,59.2,51.2,53.7,46.1,57.1,57.6,50.2,46.8,52.1
165234,Q3,Q03,F,22-25,153.0889,111.72,56.4,52.1,50.8,57.7,53,53.5,64.5,42.1,56,61.3,60.4
165638,S900,Q07,M,26-30,141.0514,121.65,37.8,47.6,43.4,41.4,49.8,34.2,67.7,61.3,65.8,58.2,43.1
165840,Q3,Q03,M,31-35,104.3,77.99,52,54.4,63.9,52.1,56.3,48.7,42.2,42.4,39.1,36.3,66.5
166438,S500,Q04,M,31-35,109.83,97.17,43,59.6,52.2,49.6,58.5,38.5,52.6,48.5,52.7,43.4,52
166640,S900,Q10,M,22-25,112.7469,45.31,49,59.5,68.8,45.7,54.2,45.7,48.5,53.6,50.2,55.5,56.2
167036,S500,Q04,F,26-30,100.95,99.32,47.5,42.8,43.4,49.6,40.1,41.5,74.6,71.6,58.5,66.5,37.6
167238,S900,Q08,F,31-35,99.89383,80.03,54,59.5,43.4,49,56.9,46.1,64.5,51.7,58.7,48.3,49.6
167743,Q1,Q01,F,26-30,99.77,90.53,50,52.7,52.2,51.2,53,48.1,51.1,53.6,42.7,55,50.3
168038,S900,Q08,M,26-30,94.84802,96.12,57.4,58.8,65.3,53.5,49.8,47,43.3,48,60.6,40.4,56.5
168139,S500,Q07,M,22-25,119.6098,80.54,49.2,46.2,61.8,53.1,49.8,47.2,59.7,56.7,50.2,49.8,50.1
168240,S900,Q08,M,26-30,127.3658,104.97,62.2,58.5,81.4,52.2,58.2,62,45.5,32.9,35,22.8,55.6
168341,S500,Q05,M,31-35,132.72,76.37,49.6,42.8,43.4,39.9,44.8,34.2,40.6,40.5,50.2,61.4,37.6
168745,S900,Q11,F,22-25,111.2874,83.82,59.2,62.3,58.3,63.3,68.2,58.8,45.4,48.5,36,45.9,60.8
169040,S900,Q08,M,22-25,92.53405,104.97,49.1,57.2,68.2,54.4,65.1,51.2,42,40.8,43.8,49.6,56.2
169141,Q3,Q03,M,22-25,106.67,109.84,48.7,48,43.4,55.7,54.4,57.5,54.4,40.8,40.3,48.6,53.7
169343,Q2,Q02,F,31-35,63.69,77.26,48.8,45.8,43.4,54.4,66.4,57.5,38.2,38.6,42,36.2,60.6
169444,S500,Q06,F,26-30,115.3911,88.33,58.8,43.3,55,66.9,57.8,47.6,66.9,67.3,60,43.7,53.7
169747,S900,Q10,F,26-30,108.159,111.48,48.1,51.2,43.4,53.7,40.1,48.7,59.7,50,47.2,54.5,55.5
169949,S900,Q11,M,26-30,107.9928,136.71,43,45,43.4,51.2,49.8,34.2,65.6,58.5,50.2,52.2,37.6
170631,S900,Q04,F,31-35,110.03,79.48,54.3,40.5,43.4,44,47,42.1,60.1,71.6,58.7,66.5,37.6
170934,S500,Q06,F,26-30,114.7352,77.17,49.7,64.9,43.4,70.5,66.7,54.3,41.9,46.6,38.1,49.6,57.8
171330,S900,Q9,M,26-30,117.0253,74.17,46.1,52.2,43.4,50.6,51.4,47.6,52.9,50,42,66.5,43.6
171431,S500,Q06,F,26-30,82.96337,73.5,41.2,57.6,54,45.4,48.9,53.3,37.4,42.5,54.7,45.6,62.2
171532,S900,Q08,F,31-35,107.6119,98.75,59,59.6,69.8,65.7,53.9,58.8,36.9,46.5,32.9,48.6,56.9
171633,S500,Q05,M,26-30,103.07,112.13,49,71,43.4,41.5,51.7,64.2,40.2,55.7,44.4,48.8,62.1
172029,S500,Q06,M,26-30,104.3636,94.38,49.8,62.9,59.1,58.3,61.9,49.9,62.8,52.2,50.2,50.7,59.4
172130,S500,Q05,M,26-30,107.61,85.18,54.1,46.7,43.4,54.4,49.8,47.6,38.8,42.1,48.4,50.8,52
172332,Q1,Q02,F,26-30,76.49,86.31,28.6,49,43.4,46,40.1,46.1,43.4,54.3,37.9,53.7,37.6
172433,S900,Q11,M,22-25,102.3281,108.74,28.6,56.2,43.4,32.9,44.8,42.6,44,51.9,45.6,42.8,51.6
172534,S500,Q04,F,22-25,109.57,102.77,42.2,57.7,43.4,32.9,40.1,34.2,57.1,53.2,52.7,54.4,37.6
172938,S500,Q04,F,31-35,71.3,92.29,40.3,47.1,56.8,46.7,58.4,34.2,57.3,58.7,51.8,61.4,47.4
173132,S500,Q06,M,31-35,118.1,107.94,45.6,40.5,64.2,49.3,51.8,44.7,57.1,50,57.1,58.9,44.9
173233,S900,Q07,M,26-30,114.9018,88.33,47.5,61,49.8,51.7,61.8,48.1,51.2,40.7,48.4,51.5,37.6
173334,S500,Q04,M,26-30,145.11,92.3,45.1,55.1,53.2,51.2,52.4,45.6,48.9,48.1,44.4,44.4,57.1
173435,S500,Q05,F,26-30,119.75,105.9,47,40.5,52.2,49.6,53,46.1,40.9,59.9,48.4,59.3,52
173536,S500,Q06,F,31-35,107.0446,143.88,59.4,50,43.4,59.7,50.4,52.5,57.1,45.8,44.7,57.6,51.6
173637,S900,Q9,F,22-25,102.9839,104.97,34.5,36.6,43.4,49.3,46.5,34.2,70.1,68.2,65,50.9,47.4
173738,S900,Q11,M,31-35,133.1783,100.43,57.1,51.6,59.5,55.1,40.1,52.7,58.6,50,38.4,42.9,54.9
173839,S900,Q11,F,22-25,90.36139,74.17,35.9,54,56.1,55.1,51.5,45.7,57.6,56.7,49.6,46.8,60.7
173940,S500,Q05,F,26-30,114.34,94.18,47.2,52,52.2,51.2,58.3,49.4,60.1,48.1,46.5,43,51.3
174437,S900,Q01,F,31-35,79.77,108.77,53.2,55.1,43.4,59.7,51.7,53.5,49.8,68.1,58.2,59.3,47.3
174841,S900,Q9,M,22-25,122.9244,106.9,32.7,36.6,43.4,32.9,46.5,34.2,66.9,50.6,60.8,60.9,37.6
175035,S500,Q05,M,22-25,90.3,62.24,28.6,59.1,65.5,32.9,40.1,34.2,64.8,31.4,33.9,25.7,51.2
175237,S900,Q10,F,31-35,113.9377,147.29,45.1,45.2,43.4,44.3,44.8,46.1,57.1,50,57.1,62,49.6
175338,S900,Q10,F,22-25,110.4547,61.72,47.5,44.9,63.3,46,40.1,41.2,50.9,48.1,59.6,48.2,52.2
175439,Q2,Q02,F,31-35,97.24,108.39,59,64.6,43.4,58.3,50.4,62.2,57.1,48.1,50.2,46.6,57.8
175540,MEG2,Q03,M,31-35,130.19,123.06,47.7,49.3,52.2,32.9,53.4,41.9,49.8,43.3,48.4,39,47.4
175742,S900,Q08,F,31-35,105.9309,131.33,42.4,53,49.8,40.1,56.9,34.2,57.1,61.6,50.2,56.2,55.5
175944,S900,Q11,M,26-30,117.8601,75.77,52.8,67.3,43.4,51.2,46.5,55,62.9,44.1,50.2,66.5,37.6
176037,S900,Q08,F,26-30,105.2437,144.06,49.8,54.5,49.8,49,51.7,49.9,57.1,50.3,48.4,52.5,53.4
176239,S900,Q07,M,31-35,113.8753,98.75,51,52.2,55.8,44,45.3,46.1,55,48.1,48.4,55,53.7
176441,S900,Q11,M,26-30,115.4986,85.5,58.8,53.2,53.1,56.5,58,52.5,55,51.9,50.2,49.2,47.7
176542,Q3,Q03,F,26-30,114.82,94.23,44.4,42.8,62,35.9,40.1,34.2,45.5,37.9,45,40.3,53.7
176744,S900,Q08,M,31-35,117.0251,124.42,54.9,36.6,43.4,41.7,40.1,34.2,60.1,52.2,58.7,42.4,44.9
177241,S900,Q08,M,26-30,101.9643,112.44,43.8,42.8,63.2,46,40.1,34.2,62.5,55.8,50.2,54.8,44.9
177342,S900,Q9,M,22-25,90.49834,89.14,47.7,63.7,43.4,49.6,44.8,45.7,53.1,36.7,50.2,48.7,49.6
177645,S500,Q05,F,26-30,118.64,90.94,53.9,45,53.2,54,51.8,51.7,48,48.1,40.3,46.6,63.8
177746,Q2,Q02,F,26-30,113.4,96.43,44.8,53,43.4,48.8,40.1,45.6,59.7,50,58.7,61.9,52.1
178142,S500,Q05,F,26-30,133.88,118.96,40.3,53.9,59.7,32.9,53.6,34.2,55,38.7,48.4,59.3,43.1
178243,S900,Q10,M,22-25,87.84955,119.78,40.6,58.1,52.6,45.2,51.7,42.2,47,42.1,44.4,43.4,56.2
178647,S900,Q08,F,31-35,98.15406,84.87,36,57.4,56.2,49.6,57.5,42.4,48.3,52.2,50.2,42.7,61.5
178748,S500,Q04,M,31-35,98.36,98.25,49.8,56.8,56.6,44,40.1,43,57.3,48.5,58.3,47.3,54.3
178849,S500,Q06,M,22-25,114.7164,106.9,49.7,53.8,59.6,56,54.8,55,50.2,48.1,50.2,49.2,61.5
178950,Q3,Q04,M,31-35,97.41,111.35,67.2,59.4,43.4,56,40.1,62.2,42,36.8,40.2,50.4,60.1
179043,S500,Q05,F,26-30,83.52,97.45,50.9,49.5,56.4,52.2,44.8,39.6,47,40.8,55.7,52.3,44.9
179245,S900,Q10,F,31-35,89.85418,96.97,49.5,36.6,73.7,55.7,40.1,57.6,25.2,38.7,42,48.5,53.7
179346,S500,Q06,F,26-30,102.7025,90.9,42.4,36.6,43.4,46.7,44.8,46.1,59.7,50,50.2,53.6,37.6
179548,S500,Q05,F,26-30,84.07,81.81,49.5,49.3,49.8,53.7,55.3,56.3,58.3,60.9,63.8,55.4,49.6
179952,S900,Q06,F,26-30,95.71776,135.63,44.4,48.3,43.4,46.3,46.4,51,51.8,66.3,61.2,61.3,37.6
180129,S500,Q06,F,26-30,78.68,89.52,85.4,74,83.1,84.9,87.5,76.9,44.8,43.5,34,27.7,73
180432,S500,Q04,F,31-35,120.46,127.56,52.8,43.6,43.4,54.1,56,43.6,65.8,59.8,46.5,46.8,50.4
180735,S900,Q08,F,31-35,111.9258,93.58,46.4,36.6,43.4,46,40.1,46.1,57.1,57.5,52.7,52.4,51.2
180836,S500,Q05,F,31-35,107.16,88.27,60.7,55.3,49.8,59.8,46.3,50.9,55,38.7,39.6,33.2,65.2
180937,S500,Q06,M,36+,132.6604,67.13,50.3,55.4,62,53.7,54.2,55.5,52.7,60.8,42,33.5,73
181131,S500,Q06,F,31-35,80.92178,126.24,51.7,43.3,43.4,63.3,66.1,58.9,39.9,40.8,42,61.9,37.6
181232,S500,Q04,F,26-30,118.55,112.17,40.3,44.8,43.4,51.4,49.8,41,64.3,51.9,56.4,54.4,37.6
181636,S900,Q08,F,31-35,80.11594,71.99,43.3,42.8,43.4,56.5,51.7,34.2,55,58.7,66.1,57.1,37.6
182032,S900,Q07,F,31-35,97.76701,109.72,41.9,44.5,43.4,37.9,56.9,34.2,57.1,43.1,51,47.3,56.2
182436,S900,Q07,F,31-35,98.42886,98.75,47.5,60.4,55,54.8,44.8,45.7,57.1,55.9,46.2,50.3,49.6
182739,Q1,Q01,F,26-30,95.83,76.63,44.2,42.8,43.4,47.2,55.9,48.1,52,61.2,50.2,49.8,50.1
182840,Q2,Q03,M,31-35,107.14,106.76,62.9,69.5,65.8,61.3,70.8,56.3,41.3,35.7,40.3,54.1,61.3
183034,S500,Q05,M,31-35,124.62,97.76,35.3,58,67.4,38.3,40.1,34.2,49.2,50.3,50.2,48.7,47.4
183337,S900,Q9,F,31-35,77.66682,105.92,40.4,36.6,53.2,44.3,54.2,39,59.7,66.5,63.9,61.3,46.4
185139,Q2,Q01,F,31-35,97.48,115.53,28.6,49,43.4,54.9,44.8,34.2,65.5,52.2,48.8,58.2,37.6
185341,S900,Q9,F,22-25,95.04762,72.46,54,52.7,43.4,64.9,46.3,65.8,40.6,50,42,37.2,55.2
185442,S500,Q07,M,22-25,123.1127,116.46,36.3,36.6,55,52.2,47.2,45.7,69,34.2,52.3,37.8,43.7
185846,S900,Q10,M,26-30,103.9274,63.02,52.3,55.1,61.8,57.7,61.3,53.4,52.6,53.8,46.5,49.8,51.6
185947,S900,Q08,F,26-30,111.342,111.48,50.7,59.5,63.6,63.9,75.6,62.3,43.8,44.3,46.5,51.4,57.8
186141,S500,Q04,M,31-35,91.24,90.33,43.5,55.5,56.2,46,40.1,53.4,48.3,48.8,48.6,36.5,60.4
186242,S900,Q11,M,26-30,92.60767,104.97,43.7,61.1,72.4,32.9,56.9,34.2,57.7,61.9,46.5,40.5,37.6
186444,S900,Q10,F,22-25,114.3121,112.44,49.8,58.3,58.2,61.3,59.7,59.8,53.4,38.8,40,40.6,68.4
187143,S500,Q05,M,26-30,121.65,64.96,50.6,47.3,64.6,51.2,57.4,47.6,49.8,53.8,61.5,52.1,52
187345,S900,Q9,F,31-35,127.1674,144.44,43,53.9,52.5,51.2,53.5,46.1,54.4,46.1,50.2,53.9,53.8
187547,S500,Q06,F,31-35,102.07,112.35,38,55.1,52.2,41.2,40.1,34.2,57.1,60.6,57.2,49.8,37.6
187850,S500,Q06,M,22-25,85.36307,128.38,47.5,36.6,43.4,51.2,44.8,43.6,57.3,60.2,64.6,62,37.6
188246,S900,Q08,M,26-30,102.2341,101.27,44.2,48,71.4,46,50.5,43,57.1,57.6,50.2,66.5,37.6
188347,Q3,Q04,F,26-30,94.89,115.61,28.6,49,60.1,32.9,47,34.2,62.9,57.8,50.2,66.5,37.6
188448,S900,Q11,F,22-25,120.2452,110.48,52.8,62.6,55,45.7,56.6,46.1,58.7,56.1,55.7,52.5,49.8
188549,S900,Q08,M,22-25,119.7518,67.76,46,58.5,53.2,56.5,56.2,48.7,53.4,42.7,46.5,50.4,62.1
188751,S900,Q10,M,26-30,103.411,112.44,47.5,36.6,43.4,41.5,49.8,41.6,67.9,56.5,46.2,55.6,37.6
189349,S500,Q05,F,26-30,100.98,105.63,41.4,42.4,53.2,52.9,61.7,42.2,62.8,42.6,60.1,52.3,43.1
189450,Q3,Q04,M,22-25,98.42,79.72,53.7,48.9,61.1,53.9,40.1,55,57.1,50,52.7,66.5,37.6
190031,Q3,Q03,F,26-30,121.81,112.37,57.4,54.5,43.4,46.2,44.8,54.3,41.7,48.1,40.2,52.2,57
190132,S900,Q07,F,31-35,120.4326,93.58,44.2,40.5,49.8,51.2,44.8,38.9,57.7,55.6,44.4,33.3,52
191033,S500,Q06,F,26-30,108.39,102.73,56.4,47.1,55.2,53.9,60,46.1,62.8,58.7,58.7,46.6,53.5
191336,S500,Q04,M,26-30,112.15,129.6,60.6,36.6,58.6,59.8,40.1,48.1,45.4,38.4,49.9,60.9,52
191437,Q1,Q02,F,31-35,106.95,90.12,56.9,56,49.8,57.7,63.8,55,43.1,50,45,42.1,60.4
191639,S900,Q02,M,22-25,114.75,95.04,55.1,53.3,61.6,56.1,57.4,50.9,53.1,50.6,50.2,56.9,37.6
191841,S500,Q04,F,26-30,108.88,98.44,51.3,53,49.8,59.8,54.4,41.5,57.1,53.6,52.7,62,37.6
191942,S900,Q11,M,26-30,124.9577,92.66,41.9,40.5,43.4,46.2,49.8,34.2,62.8,66.2,66.8,50.4,44.9
192035,S900,Q07,F,26-30,94.20238,93.58,41.2,36.6,43.4,35.9,46.4,38.9,70.6,71.6,71.6,40.9,43.7
192136,S900,Q11,M,22-25,84.61769,110.48,55.6,56.3,62,50.4,53.6,42,55.1,58,50.8,41.6,49.6
