Subject,Release,Acquisition,Gender,Age,PicVocab_AgeAdj,ProcSpeed_AgeAdj,AngAffect_Unadj,AngHostil_Unadj,AngAggr_Unadj,FearAffect_Unadj,FearSomat_Unadj,Sadness_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,Friendship_Unadj,Loneliness_Unadj
389357,S900,Q07,F,26-30,106.0891,134.24,40.1,51.4,49.8,46.2,47.2,44.2,49.8,64.3,50.2,54.8,54.3
390645,Q3,Q03,F,26-30,122.0985,87.95,49.6,51.4,43.4,54.4,55.3,46.1,44.8,58.5,46.2,39.7,49.5
391748,S900,Q11,F,31-35,98.58657,137.66,28.6,49,43.4,46.2,40.1,50.8,41.7,50,50.2,47.6,53.8
393247,S900,Q08,F,31-35,113.875,100.43,40.2,55.8,43.4,42.9,51.7,34.2,71.9,50,60.2,52,52.1
393550,S900,Q08,M,26-30,106.8504,123.33,44.2,45,52.2,40.9,57.8,38.9,59.1,58.7,67.6,58.2,49.2
395251,S900,Q11,F,26-30,144.97,94.38,45.8,59.8,43.4,53.9,40.1,42,64.5,48.8,58.5,55.3,49.6
395756,S900,Q11,F,31-35,112.1031,104.04,35.2,36.6,58.6,37.6,40.1,38.9,55,51.9,50.2,51.4,49.6
395958,S500,Q05,M,26-30,74.83,78.34,28.6,36.6,43.4,32.9,45.3,34.2,57.1,58,47,66.5,82.9
397154,S500,Q05,F,26-30,134.85,109.85,50.3,46.5,53.1,58.3,59.4,48.5,42.3,38.2,44.4,38.4,63.8
397760,Q2,Q02,M,31-35,110.17,111.75,46.4,54.8,43.4,51.2,59,48.2,53.1,51.7,50.2,54.7,43.1
397861,S500,Q06,M,31-35,124.2013,124.42,57.6,66.6,52.2,46.7,50.6,49.4,53.2,52.2,42,42.4,56.5
398964,S900,Q9,F,31-35,97.0018,91.83,54.6,61.1,43.4,56,58.7,49.4,41.7,34.7,42,39.2,61.9
403628,S900,Q11,F,26-30,79.15466,68.79,40.5,36.6,43.4,41.8,47.1,34.2,56.2,55.9,60,49.8,54.1
406432,S900,Q08,M,26-30,106.3747,118.18,33,41.4,43.4,32.9,40.1,34.2,45.1,62.5,56.7,55.7,37.6
406836,S900,Q10,F,31-35,105.3957,120.69,28.6,40.5,43.4,32.9,40.1,34.2,67.8,58,67.8,66.5,37.6
412528,S500,Q04,F,31-35,103.06,98.27,34.5,42.4,51.2,36.8,45.3,34.2,57.1,51.9,59,55.6,47.4
414229,Q2,Q03,M,31-35,100.39,119.77,46.3,51.5,49.8,43.6,40.1,38.8,57.1,50,58.7,46.4,47.4
415837,S500,Q06,F,22-25,109.29,112.3,47.6,47.7,43.4,51.9,63,42.7,60.3,53.6,44.4,56.4,47.7
422632,S500,Q04,F,22-25,111.48,89.5,40.9,48.2,43.4,56.5,51,41.4,55,48.1,60.2,55.4,47.4
424939,S900,Q10,M,26-30,122.4085,85.5,52,51.5,69.1,49.3,54.3,54.1,54.5,53.2,34.5,37.1,55.7
429040,S900,Q02,F,31-35,148.1195,115.07,45.1,49.7,49.8,51.2,54.3,45.8,62.8,58.7,48.4,46,53.7
432332,S900,Q10,F,31-35,108.3766,137.66,45.6,50.3,43.4,37.6,40.1,42.3,65.8,51.7,56.4,51.4,47.4
433839,S500,Q04,M,26-30,100.16,82.79,28.6,36.6,49.8,38.6,47.2,34.2,68.6,71.6,63.5,58.3,37.6
436239,S500,Q05,F,26-30,104.06,103.93,50.3,47.8,43.4,60.5,57.4,46.1,50.8,50,50.2,43.8,51.2
436845,S500,Q04,F,26-30,120.85,92.34,49.8,59.6,43.4,56,50.2,49.9,48,59.9,50.2,51.2,53.7
441939,S500,Q07,F,26-30,116.2235,85.5,53.5,40.5,63.1,57.7,61.6,48.1,70.6,71.6,48.4,66.5,43.1
445543,S500,Q05,M,26-30,86.3,105.4,60.7,63.6,55.8,59.8,68.1,49.4,51.7,40.5,48.4,49.5,57.3
446545,S900,Q08,F,26-30,105.1135,79.15,44.1,52.2,43.4,46.4,46.4,43.4,48.9,53.6,42.7,38,54.3
448347,Q2,Q02,M,26-30,132.02,111.33,45.6,48.9,58.9,49.6,51.5,46.1,54.4,50,55.7,48.7,49.6
449753,S900,Q10,M,22-25,115.8851,114.51,59,71.2,69.4,56.1,72.4,65.8,36.4,33.9,38.1,38.9,77.5
453441,S900,Q07,M,31-35,119.7733,134.92,35.4,43.3,49.8,32.9,44.8,34.2,60.3,51.9,52.7,52.3,47.4
456346,S900,Q10,F,22-25,111.4745,74.17,42.8,55.4,43.4,56,61.1,45.7,51.2,50.6,48.4,61.3,55.5
459453,S900,Q9,F,26-30,103.0037,122.43,56.3,48.3,43.4,56,62.4,57.5,61,67.2,42,43.5,56.5
465852,S500,Q05,F,26-30,92.34,106.95,51,59.8,63.5,61.3,49.8,55.1,38.3,50.3,52.7,57,43.4
467351,S900,Q03,M,31-35,118.1,103.51,33.6,36.6,43.4,32.9,40.1,34.2,59.9,58.5,61.9,57.1,37.6
473952,S500,Q07,F,31-35,92.54655,70.51,41.2,45.2,43.4,43,40.1,39.6,53.1,57.4,48.4,43.6,48.6
475855,S500,Q06,F,26-30,122.8496,91.83,44.6,58,56.8,41.4,44.8,34.2,57.7,52.2,57.2,53.2,44.9
479762,S500,Q04,M,22-25,113.4,74.44,46.3,49.3,43.4,54.9,64.6,49.4,57.1,56.4,52.7,47.5,58.5
480141,S500,Q04,F,22-25,83.39,107.83,,,,,,,,,,,
481143,S900,Q04,F,31-35,118.86,114.43,50.7,67,61.3,59.8,53.7,57.6,44.8,43.4,40.3,40,70.5
481951,S900,Q10,F,22-25,110.8123,127.45,54.5,48.2,43.4,66.9,67.7,59.4,53.1,58.9,48.4,34.6,58.1
485757,Q2,Q03,F,31-35,108.24,114.47,42.4,36.6,51.2,38.6,49.8,34.2,64.5,52.2,58.5,60.9,37.6
486759,S500,Q05,M,31-35,108.83,118.46,28.6,36.6,43.4,32.9,49.8,34.2,62.5,48.1,62.4,38.4,37.6
492754,S900,Q11,F,26-30,98.26093,96.97,36,44.2,43.4,56,40.1,45.8,54.4,48.1,50.2,40.2,56.2
495255,S900,Q10,M,31-35,113.0986,138.6,54.5,47.1,49.8,64.1,61.5,44,62.8,57.8,46.5,51.4,57.8
497764,S900,Q07,M,22-25,103.4437,80.54,37.2,48.3,71.5,40.6,40.1,38.9,62.8,57.8,71.6,49.8,37.6
497865,Q3,Q04,M,26-30,107.72,94.11,39.7,36.6,43.4,51.2,51.8,34.2,53.1,52.2,48.4,51.9,57.3
499566,Q1,Q01,F,26-30,130.99,106.71,52.8,59,59.1,60.5,56.8,53.3,50.3,40.7,42.3,41.3,62.1
500222,S500,Q05,F,26-30,103.37,120.62,53.8,51.1,43.4,54,59.2,62.2,57.1,32.7,44.4,62,49.3
506234,S900,Q11,M,26-30,127.4642,108.74,51.6,57.1,43.4,63.3,56.9,60.5,51.2,58.1,48.4,53.2,63.8
510326,S500,Q05,F,26-30,93.27,107.94,54.4,47.2,43.4,49,62.4,49.9,62.5,64.3,50.2,50.8,51
512835,MEG2,Q07,M,31-35,116.7786,107.94,61.5,65.7,62.3,56.2,63.4,51,44.1,43.9,40.3,38.8,58.1
513736,S900,Q07,F,22-25,134.1956,119.78,47.5,61.7,43.4,54.4,56.9,48.2,64.5,58.7,61.2,53,57.8
517239,S900,Q11,M,22-25,95.24919,89.14,52,63.9,70.8,54.4,61.8,55,49.6,42.4,35,54.3,60.4
519950,S500,Q04,F,31-35,101.9,108.33,54.1,58.4,53.6,56,64.1,53.4,47,46.1,42,37,62.1
520228,S900,Q10,M,22-25,112.751,103.13,38.6,45.8,65.7,64.9,44.8,51.7,45.2,44.2,43.8,48.9,56.6
521331,S500,Q04,F,26-30,116.57,107.39,42.1,53,43.4,43.6,40.1,34.2,51.2,46,55.7,62,49.6
522434,S500,Q05,F,26-30,112.54,109.47,56.4,52.2,43.4,55.1,63,55,60.1,60.5,52.7,49.7,52
523032,S900,Q9,M,31-35,129.2448,109.72,52.4,51.1,43.4,61.3,67.2,55,55,65.4,58.7,61.9,43.1
524135,S900,Q10,M,22-25,96.66138,142.86,53.4,41,43.4,64.9,40.1,69.5,41.8,29.4,36.4,40.3,82.9
525541,S900,Q10,F,26-30,118.565,142.58,44.7,50.1,43.4,56,50.5,49.9,60.1,35.4,44.4,48.9,51.2
529549,S900,Q07,F,26-30,87.21114,121.65,47.2,65.8,54,51,40.1,43.8,55.2,58.6,52.7,42.2,52.7
529953,S900,Q10,M,26-30,115.229,74.17,35.2,48.9,43.4,32.9,40.1,34.2,57.1,50,61.6,54.3,53.7
530635,Q1,Q02,M,26-30,123.8,83.73,44.3,44.8,53.2,51.2,58.3,41,70.6,53.9,58.7,48.6,47.4
531536,S500,Q05,M,31-35,120.71,80.39,53.8,49,55.8,51.2,54.1,49.9,63.3,48.1,48.4,45.3,56.2
536647,S900,Q08,F,31-35,85.62189,58.8,42,36.6,52.2,43.3,60.1,34.2,37.4,52.2,37.3,48.2,37.6
540436,S500,Q06,M,31-35,117.5272,65.17,49.3,53.3,43.4,56.2,40.1,49.4,46.2,43.4,42,44.6,46.4
541943,Q3,Q03,F,26-30,95.8,92.51,44.1,60.9,43.4,51.2,52.1,48.1,40.1,45.9,44.4,35.9,62.5
545345,Q3,Q04,M,31-35,109.52,76.1,44.4,50.7,71.9,53.7,40.1,43.9,60.1,58.7,46.2,45.6,57.8
547046,Q3,Q04,F,26-30,113.18,88.97,51.3,49.1,43.4,58,47.1,50.9,49.2,50,50.2,66.5,54.3
548250,S900,Q08,M,22-25,93.5854,125.28,49.8,59.4,65.9,53.7,66.8,55.4,43.3,34.6,50.2,46,60.4
549757,S900,Q05,F,26-30,92.05,93.49,56.8,64.2,56.6,54.3,50.3,50.8,46.2,59.9,38.4,48.3,53.7
550035,S900,Q10,M,26-30,118.6741,125.28,51,61.7,43.4,46.6,51,46.1,55,65,50.2,66.5,49.6
551138,S900,Q12,F,26-30,75.41023,74.17,33,36.6,52.6,32.9,40.1,41.6,71.9,64.3,65.9,60.6,44.9
552544,Q2,Q03,F,31-35,90.77,101.17,48.4,50,43.4,58.3,56.3,51.2,52.5,50,44.4,45.5,51.6
553344,S900,Q11,F,31-35,126.4966,73.5,56.1,41.4,55.8,59.8,59.9,49.9,67.7,55.9,46.2,54.3,49.3
555348,S900,Q9,F,31-35,88.05277,91.83,40.3,36.6,53.2,53.6,49.8,50.8,33.3,57.7,40,57,47.4
555651,S900,Q11,F,31-35,114.0972,93.58,44.8,56.3,55,61.6,58.9,43.3,57.1,52.2,42,49.2,55.2
557857,S900,Q9,M,22-25,109.6805,114.51,50,62.9,69.9,56,62.2,62.2,43.8,52.2,46.2,61.9,59.3
559053,Q1,Q02,F,31-35,102.82,87.23,43,45.1,43.4,51.4,51.8,47.9,57.1,50,62.4,48.7,47.4
561242,Q3,Q03,F,22-25,114.99,107.97,52,58.7,43.4,52.9,54.8,48.2,57.1,60,55.7,47.1,51.6
561444,S900,Q11,M,22-25,97.24002,131.89,49.8,63.7,65.3,44.3,59.5,49.4,45.4,52.2,48.1,47.7,57.4
562345,S900,Q07,F,31-35,104.6277,129.86,50.7,51.1,43.4,51.2,50.6,42.4,42.6,37.9,44.4,40.3,53.7
562446,S500,Q06,F,31-35,110.7486,90.05,58.8,36.6,43.4,43.2,60.9,50.6,65.1,61.3,48.1,52.9,49.6
564046,S500,Q05,M,31-35,83,67.94,55,43.6,62.9,32.9,40.1,34.2,57.1,57.1,48.4,66.5,37.6
565452,S500,Q05,F,22-25,102.58,100.9,41.9,53.5,53.2,46,46.4,34.2,46.5,40.1,57.1,50.4,37.6
566454,S500,Q06,F,26-30,108.1369,97.87,44.2,45.2,67.5,45.7,40.1,49.9,55,42.4,44.4,50.9,53.7
567052,S500,Q05,M,31-35,131.62,93.72,52,54.7,43.4,52.4,67.7,53.5,57.7,50,50.2,55.3,51.4
567961,S500,Q06,F,22-25,102.7723,80.54,55.9,61.9,43.4,62.9,54.8,48.5,41,55.9,50.3,44,58.7
568963,S500,Q05,F,31-35,130.19,115.02,39,36.6,43.4,53.5,40.1,34.2,55,53.8,50.2,46.4,49.6
569864,S500,Q06,F,26-30,74.68683,127.45,60.9,36.6,43.4,59.8,62.2,54.3,52.6,58,50.3,50.4,47.4
570243,Q3,Q03,F,26-30,103.63,94.16,55.9,71.9,73.1,58,40.1,50.8,48.3,54.4,42,58.2,54.3
571043,S900,Q08,F,26-30,85.51135,103.13,65,57.7,59.4,53.7,69.1,56.8,44.1,52.7,42,47.9,60.4
571144,S900,Q9,M,22-25,121.2599,142.86,33.6,63.8,66.6,32.9,40.1,34.2,57.1,55.8,50.2,56.5,53.7
571548,Q3,Q04,M,26-30,68.55,61.61,72.6,58.6,61.1,69.4,71.6,78.1,25.2,41,26.9,40.2,82.9
572045,S900,Q08,F,31-35,106.6194,78.35,39.9,36.6,43.4,46,40.1,45.8,47.5,42.4,50.2,66.5,47.3
573249,S500,Q04,M,26-30,106.51,119.86,50.8,52.2,49.8,56.5,40.1,47.9,57.1,52.2,46.2,66.5,44.9
573451,S500,Q07,M,22-25,128.5214,118.18,40.4,53,43.4,36.5,40.1,42.8,67.8,51.9,50.2,48.3,52
574958,S900,Q9,M,31-35,135.9,117.3,44.5,36.6,57.8,36.6,54.8,34.2,57.1,37.2,46.2,43.7,53.5
576255,S900,Q10,F,31-35,144.6418,96.97,50.9,45.2,43.4,53.5,57.3,48.1,55,50.3,51.8,53.2,47.4
579665,Q2,Q02,F,31-35,84.92,89,42.4,36.6,43.4,46.9,51.7,49.9,47,48.6,40.3,21.4,54.1
579867,S900,Q10,F,31-35,96.33017,104.04,52.9,41,43.4,46.7,60,51.2,55.1,58.7,44.4,55.2,37.6
580044,S500,Q05,F,26-30,104.96,112.48,48.3,57.5,52.2,54.2,49.8,49.9,38.6,46.1,48.4,49.8,56.2
580347,S500,Q04,F,26-30,91.98,90.23,57,53,63.3,71.3,62.9,71.6,48,46,46,49.8,65.7
580650,S900,Q9,F,31-35,96.61565,111.48,56.8,61.8,52.2,57.7,54.2,56.9,47,42.5,44.7,39,59.3
580751,S900,Q10,M,22-25,124.8249,118.18,39.8,43.6,43.4,49.2,45.3,51.2,68.3,40.8,50.2,43.6,49.6
581349,Q2,Q02,M,31-35,68.72,104.89,64.8,67.8,75,60.8,40.1,62.2,32.4,41.6,31.4,33.1,63.8
581450,S900,Q9,M,22-25,107.965,136.71,28.6,53,62,37.6,40.1,34.2,59.7,53.6,52.7,58.9,37.6
583858,S500,Q05,M,31-35,86.06,114.17,59,48.3,55,40.1,49.8,34.2,58.7,56.2,51,43.8,37.6
584355,S900,Q9,M,31-35,110.6089,90.05,28.6,47.1,43.4,32.9,40.1,34.2,49.2,52.2,57.1,45.4,44.9
585256,S900,Q11,F,31-35,71.39691,91.83,63.4,65.9,67.1,63.3,64.7,53.4,51.1,50,35,42.2,64.7
585862,Q1,Q01,F,26-30,100.57,103.49,33.3,44.1,43.4,38.7,40.1,34.2,64.5,57.6,65.9,54.3,37.6
586460,Q3,Q03,F,26-30,104.95,88.01,42.4,36.6,49.8,43.3,53,38.9,61.8,60,46.1,53,44.9
587664,S900,Q08,F,26-30,89.58987,83.82,44.6,52.9,52.2,48.5,54.8,44.6,42,47.3,46.5,46.5,52.8
588565,S900,Q9,M,31-35,99.74626,129.86,56.6,64.4,49.8,51.2,49.8,53.4,42.6,50,37.9,40.1,49.6
592455,S500,Q06,M,31-35,104.76,102.45,47.5,54.9,43.4,42.9,40.1,48.1,65.8,62.3,60.2,50.8,49.6
594156,S500,Q06,M,26-30,112.6304,83.22,43.9,46.2,52.2,46,44.8,53.4,44.6,48.5,50.2,56,53.7
597869,S900,Q11,M,31-35,107.3849,122.43,47.5,47.6,43.4,52,40.1,48.1,52.9,59.5,48.4,54.5,53.7
598568,Q2,Q03,M,26-30,130.2,115,57.1,54.8,57.5,46,46.4,44.2,57.7,53.8,50.2,51.8,52
599065,S900,Q04,M,22-25,102.57,116.21,37.7,40.5,54.3,42,57.5,39.1,64.5,71.6,71.6,62,50.3
599469,S500,Q04,F,31-35,91.51,89.54,53.2,50,58.4,48.7,53.5,50.8,65.8,64.3,50.2,53.7,48.6
599671,S500,Q05,M,26-30,107.75,85.53,43,49.4,58.4,43.8,51.7,55,39.8,57.8,58.4,50.6,37.6
601127,S500,Q07,M,22-25,118.558,121.65,42.1,58.9,43.4,60.9,44.8,58.4,43.7,35.7,44.1,38.3,67.3
604537,S900,Q11,M,22-25,141.0514,123.33,47.5,64.6,62.1,47.2,44.8,49.9,48.5,53.5,52.7,51.1,56.2
609143,S900,Q08,F,31-35,128.7012,115.61,49,59.2,43.4,46.7,48.9,46.1,41.3,50,45,49.7,53.7
611231,Q1,Q01,F,31-35,64.08,93.32,38.4,36.6,43.4,51.6,48.4,48.2,52,47.9,50.2,66.5,37.6
611938,S900,Q9,M,22-25,128.8571,136.71,37.9,43.6,65.6,41.8,57.5,41.2,65.8,67.7,61.6,55.5,54.7
613235,S900,Q11,F,26-30,107.2085,103.13,52.6,47.1,53.2,51.2,50.3,47.6,62.5,50,52.7,60.9,47.4
613538,S500,Q04,F,26-30,113.09,94.43,40.3,42.8,53.2,32.9,53.6,34.2,57.1,56.2,60.2,58.6,53.7
614439,S900,Q08,F,26-30,138.2257,68.79,54.8,61.1,65.2,61.6,57.8,57.5,47,45.8,38.4,35.5,62.1
615744,S900,Q9,F,26-30,93.61913,143.14,54.3,44,53.2,51.4,55.3,34.2,67.2,65.9,55.7,56.4,47.4
616645,S900,Q11,M,22-25,125.6458,74.17,46.3,52,43.4,49,46.4,45,57.1,50,44.1,48.7,55.8
617748,S900,Q11,F,26-30,111.5755,104.04,56.8,57.7,52.2,56,50.5,57.5,33.3,42.1,38.4,38.3,62.2
618952,S900,Q11,M,22-25,111.2759,75.77,53,53.4,43.4,47.2,51.7,51.2,57.6,42.3,50.2,66.5,37.6
620434,S500,Q05,F,26-30,114.45,98.23,54.8,56.9,51.6,54.4,56.5,50.8,52.7,52.2,52.3,53,53.7
622236,S500,Q06,M,22-25,108.3791,106.9,44.8,63.1,71.5,51.2,47.1,44.7,49.2,44.5,50.2,46.4,49.6
623844,S500,Q05,M,26-30,88.53,112.3,58.8,57.9,70.4,48.8,46.5,51.7,51.1,50,33.2,33.4,63.8
626648,S900,Q10,F,22-25,136.431,118.18,38.2,53,43.4,49.3,40.1,42.6,51.2,48.5,44.4,41.1,57.3
627549,Q2,Q02,F,31-35,86.53,89.71,39.6,47.6,43.4,48,62.4,39.1,74.6,65.6,68.7,60.7,37.6
627852,S900,Q10,M,26-30,119.2167,83.82,53.4,57.6,63.5,46.7,61.5,46.1,49.1,48.5,48.1,49.8,47.7
628248,S900,Q08,M,26-30,113.3908,103.13,42.7,56.7,43.4,53.5,49.8,44.2,59.7,48.8,50.2,48.7,56.2
632845,S900,Q04,M,26-30,112.6,94.71,57.3,64.5,62.5,55.8,62.8,51,48.8,40.5,46.5,35.3,64.2
633847,S900,Q08,F,22-25,118.133,131.89,33.6,40.8,43.4,49,54.3,34.2,60.3,55.8,52.7,66.5,46.4
638049,Q1,Q02,F,31-35,110.06,87.23,45.1,52.4,43.4,37.6,40.1,42.3,57.1,48.1,48.4,47.7,47.4
644044,S500,Q06,M,31-35,118.5611,105.92,42.7,64.1,54.3,51.2,56,55,50.4,48.1,46.2,37,63.8
645450,S900,Q9,F,26-30,106.0896,109.72,49.5,36.6,43.4,51.4,55.3,48.2,62.8,65.7,50.2,52.5,49.6
645551,Q2,Q03,F,22-25,114.7,47.35,33.6,53,43.4,32.9,44.8,34.2,55,42.5,52.7,53.2,43.1
646048,S900,Q05,F,31-35,102.14,106.71,49.8,44.8,59.6,59.4,59.2,43.6,62.8,53.8,50.2,57.4,47.4
647858,S900,Q11,M,26-30,110.2005,121.65,52.4,42.8,56.9,49.9,55.4,46.1,65.8,51.7,50.2,51.2,53.7
650746,S500,Q04,M,26-30,117.52,95.74,47.2,47.5,58.8,49,44.8,48.1,57.7,52.2,54.7,66.5,49.6
654350,S900,Q08,F,26-30,133.8487,115.61,43.7,45,52.2,43,49.8,34.2,58.7,53.6,51,52.5,52
654754,Q2,Q02,F,31-35,81.33,101.57,42.4,40.5,43.4,46,48.9,34.2,49.6,48.1,65.9,50.4,37.6
656253,S900,Q07,M,26-30,122.9126,85.5,51.3,46.6,43.4,46,40.1,43.9,54.4,50,52.8,40.5,56.2
656657,S900,Q11,M,22-25,112.4825,77.17,54.9,47.1,43.4,46.8,49.8,45,55,48.1,46.5,50,53.5
657659,S900,Q12,F,22-25,122.6169,142.86,39.4,53.4,43.4,49,51,43.6,60.1,58.7,50.2,54.3,53.7
660951,MEG2,Q08,F,26-30,113.2326,67.13,41.2,36.6,52.2,49.3,44.8,43.3,59.1,65.7,54.9,49.8,44.9
662551,MEG2,Q07,M,26-30,113.6066,89.14,56.4,48.1,43.4,51.9,55.3,43.8,60.1,50,51,55.9,47.6
663755,S900,Q11,F,22-25,112.4969,108.74,41.9,40.8,52.7,51.9,48.4,46.1,62.8,55.8,57.1,55.6,44.9
664757,S900,Q11,M,26-30,96.09736,89.14,43.8,47.1,65.1,46.7,49.8,34.2,50.5,50,48.4,48.9,43.1
665254,Q1,Q01,F,31-35,95.48,108.59,55.1,58.2,43.4,64.9,76.4,55,57.1,51.9,50.2,52.5,49.6
667056,S900,Q10,M,22-25,108.7726,119.78,41.4,51.3,50.8,48.5,59.8,42.6,49.8,44.5,48.4,44.4,60.4
668361,S900,Q9,M,31-35,95.42813,111.48,47.5,58,53.2,49,50.5,49.9,51.8,47.8,50.2,49.8,52
671855,S900,Q9,M,26-30,126.5148,112.44,45.6,51.4,62.6,49,47.2,43.3,57.1,56.2,50.2,46.9,47.4
672756,Q1,Q01,M,31-35,99.73,105.67,52.8,55.8,59.9,46,40.1,45,43.9,40.8,38.4,43.5,57.3
673455,S500,Q06,F,31-35,113.0654,131.33,46.2,36.6,43.4,51.2,51.7,45.6,71.9,71.6,58.1,45.5,56.2
677766,S900,Q9,M,26-30,109.7367,109.72,60.1,60.8,65.4,64.9,72.2,54.7,43,33.2,42,57.1,43.1
677968,Q2,Q03,F,31-35,96.91,96.85,46.3,43.6,52.2,54.9,50.9,48.1,58.6,55.8,44.4,57.8,47.4
679568,S500,Q06,F,26-30,114.3596,136.19,46.5,48.2,43.4,46,46.5,48,71.9,56.7,66.5,50.9,49.6
679770,S900,Q9,M,26-30,90.52829,116.46,37.7,48.9,43.4,46.9,49.8,38.5,55,64.1,52.7,44.9,43.1
680250,S900,Q08,F,22-25,123.7243,114.51,46.5,59.4,43.4,47.2,45.3,49.4,48.9,40.8,51,48.7,57.8
680957,Q3,Q03,F,26-30,84.74,99.08,49,47.3,43.4,49.5,49.8,46.1,51.7,68.2,52.7,53,63.3
683256,S500,Q04,F,26-30,112.83,115.38,42.8,36.6,43.4,45.9,50.4,34.2,43.7,53.8,55.1,66.5,37.6
685058,Q1,Q02,M,31-35,113.3,110.93,43.6,41.4,43.4,46.9,56.6,43.3,67.8,71.6,60.8,35.4,49.6
686969,S900,Q11,M,22-25,120.128,108.74,33.4,36.6,43.4,51.4,57.9,34.2,59.7,63.4,58.7,66.5,43.1
687062,S900,Q05,M,26-30,111.56,82.77,57.1,56.7,55,51.2,59.6,51.3,57.1,48.1,46.2,45.4,55.5
687163,S500,Q06,M,22-25,112.4607,106.9,54.1,50.3,61.3,51.9,56.9,43.4,60.1,57.6,50.2,61.9,43.1
689369,S900,Q05,M,31-35,83.22,92.16,50.3,56.5,43.4,44,47.2,34.2,55.2,61.5,60.8,66.5,59.2
690152,S500,Q05,M,26-30,127.92,117.82,45.6,44.8,43.4,49,53.6,51.2,60.1,51.6,50.2,48.7,59.7
693461,S900,Q08,F,31-35,99.66167,95.29,38.7,49.7,43.4,51.2,40.1,41,67.8,65,55.1,49.8,47.4
693764,S900,Q11,M,31-35,111.5783,80.03,49.5,53.6,49.8,46,44.8,48.1,46.2,46.5,42,30.3,62.1
695768,S500,Q06,M,26-30,83.26414,103.13,49,58.5,62.7,56,54.8,52.7,54.4,55.9,42,52.9,47.3
696063,S900,Q04,F,31-35,104.5,122.21,45.1,42.8,43.4,51.2,51,45.6,55,56.3,50.2,47.7,52
700634,S900,Q10,M,26-30,107.9393,136.87,59,52,62.9,49.3,53,45,59.7,50,52.7,57.1,49.6
702133,Q2,Q02,F,31-35,101.5,90.92,40.4,47.5,43.4,50.6,48.9,45.6,69,55.8,50.2,48.9,37.6
704238,Q3,Q03,M,26-30,119.23,110.98,46.9,56.2,52.2,50.6,56.9,51.3,47.8,50.5,52.7,43.3,54.1
705341,Q3,Q03,M,31-35,127.42,116.9,44.5,44.8,63,49.2,57.5,39.6,56,57.8,52.7,57.1,37.6
706040,S900,Q08,F,22-25,75.8055,47.98,55.9,57.4,57.8,61.6,70.4,55.4,50.9,43.8,54.9,29.8,56.2
707244,Q1,Q02,F,26-30,89.76,97.78,28.6,36.6,62.7,32.9,40.1,34.2,71.1,56.6,34.4,61.2,37.6
707749,S900,Q07,M,31-35,110.292,111.48,65.6,69.7,55.8,53.7,52.1,54.4,43.7,56.4,43.8,46.8,50.1
709551,S500,Q06,F,31-35,110.6847,137.66,28.6,36.6,43.4,32.9,53.5,34.2,70.1,71.6,65.3,58.9,37.6
713239,Q3,Q03,F,26-30,116.91,115.55,50.3,41.6,43.4,51.2,58,49.9,52.6,59.4,42,42.9,54.2
715041,S500,Q06,F,31-35,80.55302,96.97,43.7,46.4,66.6,40.5,64.8,39.3,62.8,62.7,42.2,46.1,37.6
715647,Q3,Q03,F,31-35,113.94,110.39,40,40.5,43.4,46,40.1,41.7,55.2,60,50.2,66.5,37.6
715950,MEG2,Q07,F,26-30,112.2975,118.18,43.9,40.5,43.4,42.9,40.1,43.3,55,50,54.1,45.9,52.1
720337,S900,Q07,M,22-25,107.4892,136.71,50.1,47.1,43.4,49,59.4,48.1,48.1,33.6,39.1,41.9,43.8
724446,S900,Q11,M,22-25,131.626,125.28,60.5,55.9,63.1,52.9,56.9,48.2,52.7,48.1,46.5,48.7,49.6
725751,S900,Q05,M,26-30,98.46,84.73,28.6,53,43.4,32.9,40.1,34.2,40.5,43.7,42,43.9,61.9
727553,S900,Q07,F,26-30,140.1863,92.66,52.5,36.6,56.8,59.4,53,52.7,45.3,35.3,44.4,60.9,52.1
727654,S900,Q03,F,22-25,111.11,100.38,54.3,60,43.4,60.3,64.4,49.4,43.1,41.1,48.4,41.7,57.8
729254,S500,Q05,M,22-25,110.95,85.32,69.7,57.6,43.4,71.3,62.2,69.5,33.3,32.1,38.1,42.4,69.5
729557,Q1,Q01,F,22-25,107.28,96.46,50.9,61.2,62.6,56,40.1,48.7,38.1,52.2,52.3,38.1,56.2
731140,S900,Q11,F,31-35,99.95929,113.48,37.1,40.5,43.4,46,40.1,43,57.7,49.1,57.8,53.6,52
732243,Q1,Q02,F,31-35,116.94,103.19,41.3,36.6,55.8,51.2,53.6,43.8,60.1,63.4,50.2,52,47.7
733548,S900,Q02,F,31-35,113.33,116.06,46.7,50.9,64.4,42.7,55.3,43.9,64.9,57.6,58.5,53.3,48.2
734045,Q2,Q03,M,22-25,117.89,98.79,45.8,54.5,58.6,49,54.4,43.3,57.1,57.7,50.2,61.3,53.8
734247,S900,Q08,F,31-35,123.1216,68.15,54.9,45.8,52.2,51.2,50.4,46.1,74.6,53.5,55.1,52.5,53.7
735148,S900,Q06,M,22-25,100.9502,144.35,54.8,52.3,61.8,52.9,58.3,48.1,48,59.2,51.4,50.4,57.7
737960,S900,Q07,F,22-25,124.219,136.71,60.4,64.5,59.1,63.3,61.8,62.2,55.6,50.3,50.2,45.2,63.9
